CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High_Value,Segment_Low_Value,Segment_Mid_Value
14866,14,3,3,6,1,6610.97,1,5,1,0,0
17340,48,7,3,14,1,8119.23,1,5,1,0,0
18092,48,16,3,9,1,7155.52,1,5,1,0,0
17857,27,2,3,16,1,14767.02,1,5,1,0,0
16656,37,9,3,17,1,7416.45,1,5,1,0,0
12989,14,10,3,12,1,5098.66,1,5,1,0,0
14062,62,1,3,11,1,9225.47,1,5,1,0,0
17338,97,44,3,8,1,5186.22,1,5,1,0,0
13324,53,19,3,10,1,6404.98,1,5,1,0,0
14961,71,11,3,11,1,5861.83,1,5,1,0,0
14057,23,19,3,15,1,5072.98,1,5,1,0,0
13178,38,3,3,9,1,5156.73,1,5,1,0,0
13097,45,7,3,13,1,5362.18,1,5,1,0,0
13458,26,21,3,17,1,7602.97,1,5,1,0,0
15727,91,37,3,6,1,4609.29,1,5,1,0,0
16746,39,5,3,15,1,5318.5,1,5,1,0,0
14769,75,7,3,9,1,10299.63,1,5,1,0,0
13027,300,43,3,6,1,6912,1,5,1,0,0
14944,13,7,3,10,1,4882.91,1,5,1,0,0
13629,36,29,3,8,1,5718.36,1,5,1,0,0
18226,33,7,3,12,1,4711.5,1,5,1,0,0
14258,80,19,3,9,1,11278.48,1,5,1,0,0
12939,15,9,3,6,1,9036.12,1,5,1,0,0
15939,300,19,3,16,1,6102.26,1,5,1,0,0
16843,28,23,3,14,1,8796.49,1,5,1,0,0
14101,300,3,3,6,1,5976.79,1,5,1,0,0
14895,45,21,3,16,1,7891.54,1,5,1,0,0
15218,21,4,3,9,1,4645.91,1,5,1,0,0
16767,63,23,3,7,1,4825.5,1,5,1,0,0
13881,5,1,3,13,1,9656.18,1,5,1,0,0
13871,32,15,3,10,1,4599.19,1,5,1,0,0
17686,73,10,3,6,1,5110.09,1,5,1,0,0
15382,70,14,3,7,1,4682.05,1,5,1,0,0
17139,21,15,3,11,1,8304.16,1,5,1,0,0
16187,24,5,3,15,1,6211.99,1,5,1,0,0
17416,48,7,3,8,1,5823.73,1,5,1,0,0
14367,24,5,3,15,1,6856.24,1,5,1,0,0
17716,46,5,3,10,1,4852.11,1,5,1,0,0
15249,26,21,3,13,1,5608.24,1,5,1,0,0
17719,38,5,3,17,1,5060.66,1,5,1,0,0
16180,300,30,3,10,1,10217.48,1,5,1,0,0
15251,41,11,3,11,1,9546.44,1,5,1,0,0
17061,300,3,3,12,1,5116.13,1,5,1,0,0
12830,54,21,3,6,1,6348.08,1,5,1,0,0
14096,7,4,3,13,1,8037.22,1,5,1,0,0
17396,81,78,2,6,1,4801.8,1,4,0,0,1
13081,94,59,2,13,1,18565.97,1,4,0,0,1
16553,300,93,2,14,1,5664.57,1,4,0,0,1
12980,300,85,2,12,1,7092.06,1,4,0,0,1
13001,136,88,2,13,1,8594.52,1,4,0,0,1
13093,300,197,1,13,1,7741.47,1,3,0,0,1
16182,300,2,3,4,0,6617.65,1,4,0,0,1
17107,42,5,3,4,0,8516.77,1,4,0,0,1
13340,60,35,3,5,0,9229.54,1,4,0,0,1
15749,300,165,1,4,0,21535.9,1,2,0,1,0
14527,7,1,3,68,3,5302.52,1,7,1,0,0
13408,9,5,3,60,3,19957.22,1,7,1,0,0
12748,5,0,3,150,3,17320.42,1,7,1,0,0
14606,6,2,3,105,3,9565.12,1,7,1,0,0
12971,6,3,3,70,3,8394.15,1,7,1,0,0
14688,18,0,3,21,2,4020.16,0,5,1,0,0
16928,300,10,3,19,2,2781.5,0,5,1,0,0
18041,34,0,3,19,2,3552.8,0,5,1,0,0
15827,300,3,3,20,2,1641.48,0,5,1,0,0
14180,34,21,3,28,2,4151.17,0,5,1,0,0
17757,17,0,3,23,2,3715.62,0,5,1,0,0
17961,39,0,3,36,2,1269.89,0,5,1,0,0
12841,24,19,3,18,2,3071.51,0,5,1,0,0
13069,46,29,3,22,2,3460.36,0,5,1,0,0
16168,18,4,3,19,2,2795.14,0,5,1,0,0
18118,25,7,3,25,2,4377.28,0,5,1,0,0
16161,19,8,3,19,2,3731.78,0,5,1,0,0
17068,20,14,3,18,2,3805.89,0,5,1,0,0
13267,56,22,3,21,2,3025.49,0,5,1,0,0
13050,44,30,3,22,2,4378.59,0,5,1,0,0
13599,45,11,3,20,2,2746.44,0,5,1,0,0
16713,7,3,3,18,2,4517.07,0,5,1,0,0
17576,21,3,3,18,2,2710,0,5,1,0,0
14543,43,3,3,18,2,2619.64,0,5,1,0,0
16923,31,29,3,21,2,4340.73,0,5,1,0,0
13534,47,30,3,37,2,4155.55,0,5,1,0,0
14735,56,11,3,28,2,4089.25,0,5,1,0,0
18223,7,2,3,22,2,3908.4,0,5,1,0,0
18198,40,1,3,19,2,4461.53,0,5,1,0,0
15100,300,260,0,6,1,635.1,0,1,0,1,0
15107,300,241,0,8,1,247.66,0,1,0,1,0
16725,300,232,0,8,1,775.07,0,1,0,1,0
17912,300,240,0,6,1,295.61,0,1,0,1,0
15881,300,242,0,8,1,438.24,0,1,0,1,0
13672,300,231,0,6,1,-71.46,0,1,0,1,0
13047,57,43,3,14,1,2559.42,0,4,0,0,1
15291,59,24,3,17,1,3613.23,0,4,0,0,1
16098,300,17,3,7,1,2005.63,0,4,0,0,1
13448,63,9,3,9,1,2415.35,0,4,0,0,1
16218,85,44,3,7,1,2605.67,0,4,0,0,1
14307,300,18,3,6,1,2995.72,0,4,0,0,1
17920,25,8,3,10,1,2633.82,0,4,0,0,1
17377,14,4,3,12,1,2161.27,0,4,0,0,1
14078,300,31,3,6,1,1049.37,0,4,0,0,1
18144,48,8,3,10,1,2341.75,0,4,0,0,1
17346,45,33,3,8,1,1266.21,0,4,0,0,1
17873,300,10,3,6,1,1764.36,0,4,0,0,1
14696,67,1,3,8,1,1770.43,0,4,0,0,1
17690,36,31,3,11,1,3526.68,0,4,0,0,1
17460,300,8,3,8,1,452.63,0,4,0,0,1
17069,49,7,3,11,1,2004.43,0,4,0,0,1
14092,32,29,3,12,1,2735.77,0,4,0,0,1
15752,54,23,3,7,1,2095.7,0,4,0,0,1
14047,65,3,3,6,1,938.86,0,4,0,0,1
13941,68,19,3,6,1,3658.75,0,4,0,0,1
14135,42,5,3,11,1,3514.32,0,4,0,0,1
14766,72,10,3,7,1,2000.55,0,4,0,0,1
14388,56,21,3,7,1,2264.32,0,4,0,0,1
14901,42,3,3,8,1,1087.53,0,4,0,0,1
15955,5,1,3,11,1,2956.04,0,4,0,0,1
15260,300,30,3,8,1,1780.77,0,4,0,0,1
13305,71,22,3,8,1,1471.25,0,4,0,0,1
17287,48,4,3,6,1,880.3,0,4,0,0,1
15544,91,49,3,8,1,2770.72,0,4,0,0,1
15738,33,26,3,16,1,3829.8,0,4,0,0,1
13117,100,51,3,7,1,841.77,0,4,0,0,1
14466,44,3,3,6,1,1785.65,0,4,0,0,1
16186,37,33,3,10,1,2681.53,0,4,0,0,1
17685,72,18,3,6,1,2799.13,0,4,0,0,1
17567,22,9,3,8,1,2606.53,0,4,0,0,1
15834,300,0,3,6,1,2084.9,0,4,0,0,1
17659,41,30,3,10,1,1622.43,0,4,0,0,1
15299,56,53,3,9,1,2315.09,0,4,0,0,1
14395,12,2,3,9,1,2612.33,0,4,0,0,1
15093,98,46,3,8,1,3840.22,0,4,0,0,1
16150,44,16,3,8,1,1616.73,0,4,0,0,1
15240,40,14,3,6,1,1361.55,0,4,0,0,1
18225,29,2,3,13,1,3770.86,0,4,0,0,1
13013,28,22,3,11,1,3662.14,0,4,0,0,1
14210,300,21,3,7,1,1900.89,0,4,0,0,1
17954,55,53,3,14,1,1852.86,0,4,0,0,1
17819,300,1,3,8,1,3661.07,0,4,0,0,1
15373,92,45,3,10,1,1484.1,0,4,0,0,1
17238,34,14,3,12,1,2224.23,0,4,0,0,1
16455,31,24,3,6,1,1323.38,0,4,0,0,1
16241,38,26,3,10,1,1786.14,0,4,0,0,1
14800,16,5,3,13,1,3848.25,0,4,0,0,1
16931,14,5,3,15,1,3198.29,0,4,0,0,1
13269,22,18,3,10,1,3314.98,0,4,0,0,1
14810,63,33,3,10,1,1869.33,0,4,0,0,1
16353,19,17,3,15,1,3705.41,0,4,0,0,1
16983,70,26,3,6,1,1179.25,0,4,0,0,1
17858,29,12,3,10,1,3922.39,0,4,0,0,1
16393,42,24,3,12,1,1724.66,0,4,0,0,1
17402,32,15,3,9,1,1847.65,0,4,0,0,1
15867,48,0,3,13,1,3307.62,0,4,0,0,1
15555,10,8,3,14,1,3132.15,0,4,0,0,1
16143,105,38,3,6,1,1944.26,0,4,0,0,1
12747,43,39,3,8,1,2769.4,0,4,0,0,1
15502,22,19,3,15,1,2681.24,0,4,0,0,1
17965,32,21,3,12,1,2271.04,0,4,0,0,1
14404,75,38,3,6,1,1307.92,0,4,0,0,1
15987,108,50,3,6,1,1206.42,0,4,0,0,1
16638,77,29,3,10,1,1546.69,0,4,0,0,1
13094,59,10,3,15,1,1556.22,0,4,0,0,1
15860,35,5,3,7,1,875.2,0,4,0,0,1
14189,53,26,3,16,1,3241.9,0,4,0,0,1
15304,25,15,3,9,1,568.4,0,4,0,0,1
16719,60,4,3,7,1,1481.25,0,4,0,0,1
15301,5,2,3,12,1,4459.26,0,4,0,0,1
14825,26,19,3,8,1,1499.57,0,4,0,0,1
16722,34,29,3,13,1,3636.98,0,4,0,0,1
16710,55,4,3,8,1,2093.59,0,4,0,0,1
16550,300,38,3,9,1,2266.25,0,4,0,0,1
15984,67,1,3,8,1,2091.96,0,4,0,0,1
17682,105,45,3,6,1,1884.35,0,4,0,0,1
15356,40,1,3,9,1,2616.46,0,4,0,0,1
17191,66,24,3,6,1,1562.96,0,4,0,0,1
14409,300,1,3,7,1,1908.25,0,4,0,0,1
13481,29,4,3,7,1,1333.58,0,4,0,0,1
17218,45,1,3,7,1,1360.6,0,4,0,0,1
14215,66,7,3,6,1,1332.11,0,4,0,0,1
15602,42,0,3,12,1,730.95,0,4,0,0,1
16782,13,7,3,15,1,1772.55,0,4,0,0,1
15021,60,16,3,9,1,1409.11,0,4,0,0,1
17091,67,28,3,8,1,2667.05,0,4,0,0,1
14907,35,29,3,6,1,2606.93,0,4,0,0,1
13756,33,23,3,8,1,2972.33,0,4,0,0,1
17491,38,4,3,8,1,2406.67,0,4,0,0,1
14282,50,11,3,10,1,2796.74,0,4,0,0,1
13769,55,22,3,13,1,2153.67,0,4,0,0,1
16904,65,24,3,14,1,3049.07,0,4,0,0,1
13880,35,17,3,11,1,2501.02,0,4,0,0,1
16293,36,15,3,7,1,1445.83,0,4,0,0,1
16775,15,2,3,9,1,1358.08,0,4,0,0,1
17591,300,3,3,8,1,2215.02,0,4,0,0,1
12839,28,1,3,11,1,3372.75,0,4,0,0,1
16365,86,53,3,7,1,862.56,0,4,0,0,1
17870,26,1,3,9,1,904.81,0,4,0,0,1
15628,33,28,3,6,1,1620.8,0,4,0,0,1
18077,52,33,3,7,1,1670.94,0,4,0,0,1
15750,35,2,3,6,1,1603.65,0,4,0,0,1
13983,24,18,3,9,1,2063.54,0,4,0,0,1
13842,14,2,3,8,1,2803.93,0,4,0,0,1
14032,50,17,3,12,1,2107.67,0,4,0,0,1
17975,51,44,3,12,1,3860.8,0,4,0,0,1
13126,28,2,3,7,1,1362.58,0,4,0,0,1
15529,21,17,3,9,1,3216.12,0,4,0,0,1
16016,43,9,3,6,1,917.99,0,4,0,0,1
17722,300,26,3,6,1,2380.64,0,4,0,0,1
15916,47,7,3,7,1,949.13,0,4,0,0,1
18061,42,37,3,8,1,1793.51,0,4,0,0,1
14217,10,4,3,15,1,1419.85,0,4,0,0,1
14299,15,3,3,14,1,1735.09,0,4,0,0,1
15298,52,22,3,8,1,2368.22,0,4,0,0,1
15581,300,50,3,14,1,3429.97,0,4,0,0,1
17894,300,1,3,8,1,1119.81,0,4,0,0,1
13115,14,2,3,9,1,843.55,0,4,0,0,1
15996,300,18,3,7,1,1044.78,0,4,0,0,1
14030,71,19,3,7,1,1816.81,0,4,0,0,1
16700,51,10,3,15,1,4387.07,0,4,0,0,1
16011,28,1,3,13,1,2467.29,0,4,0,0,1
17655,76,46,3,6,1,1836.13,0,4,0,0,1
16717,63,25,3,6,1,1000.09,0,4,0,0,1
14243,53,21,3,12,1,2253.06,0,4,0,0,1
15660,60,15,3,10,1,1207.65,0,4,0,0,1
15271,37,24,3,10,1,1596.62,0,4,0,0,1
13021,32,0,3,9,1,1587.3,0,4,0,0,1
16255,79,25,3,9,1,2172.18,0,4,0,0,1
18230,65,24,3,7,1,2065.36,0,4,0,0,1
17442,57,23,3,8,1,1888.34,0,4,0,0,1
12826,42,1,3,6,1,1046.02,0,4,0,0,1
15811,83,35,3,7,1,1732.4,0,4,0,0,1
13327,74,42,3,8,1,2728.55,0,4,0,0,1
13136,29,15,3,9,1,2106.1,0,4,0,0,1
15596,300,30,3,9,1,1343.34,0,4,0,0,1
14713,70,29,3,10,1,2027.51,0,4,0,0,1
14702,14,8,3,10,1,1903.79,0,4,0,0,1
13969,48,37,3,11,1,3911.35,0,4,0,0,1
17530,42,15,3,7,1,1763.41,0,4,0,0,1
15805,42,36,3,13,1,3521.55,0,4,0,0,1
17696,50,18,3,13,1,1830.93,0,4,0,0,1
16265,67,40,3,9,1,4038.17,0,4,0,0,1
17790,59,50,3,12,1,1363.51,0,4,0,0,1
18178,300,43,3,6,1,1573.41,0,4,0,0,1
18065,81,16,3,12,1,1936.44,0,4,0,0,1
13148,78,37,3,15,1,2431.23,0,4,0,0,1
14107,45,26,3,7,1,2447.19,0,4,0,0,1
17220,25,1,3,11,1,2620.71,0,4,0,0,1
14159,29,11,3,11,1,3132.96,0,4,0,0,1
17085,300,53,3,6,1,1555.05,0,4,0,0,1
15547,14,12,3,11,1,3729.77,0,4,0,0,1
14505,71,39,3,8,1,4210.2,0,4,0,0,1
13198,57,50,3,6,1,2998.23,0,4,0,0,1
13209,77,37,3,8,1,4084.63,0,4,0,0,1
13999,22,16,3,12,1,2832.42,0,4,0,0,1
15854,82,16,3,10,1,2839.94,0,4,0,0,1
17799,77,29,3,10,1,2501.9,0,4,0,0,1
14565,300,25,3,6,1,3073.77,0,4,0,0,1
14639,68,50,3,6,1,1957.08,0,4,0,0,1
17611,8,2,3,12,1,2998.87,0,4,0,0,1
17293,27,15,3,6,1,1117.37,0,4,0,0,1
14525,57,30,3,10,1,2826.96,0,4,0,0,1
18075,47,36,3,12,1,1884.72,0,4,0,0,1
14524,40,1,3,8,1,1755.78,0,4,0,0,1
16458,20,2,3,13,1,2485.06,0,4,0,0,1
18044,51,17,3,8,1,1537.5,0,4,0,0,1
16191,36,18,3,16,1,2546.13,0,4,0,0,1
14415,37,28,3,13,1,3727.59,0,4,0,0,1
16556,39,35,3,6,1,2556.37,0,4,0,0,1
12867,70,26,3,8,1,3004.19,0,4,0,0,1
14401,42,10,3,11,1,3384.88,0,4,0,0,1
16145,33,3,3,16,1,2884.42,0,4,0,0,1
17629,54,50,3,6,1,768.38,0,4,0,0,1
13092,300,0,3,6,1,459.83,0,4,0,0,1
13426,6,0,3,8,1,1920.03,0,4,0,0,1
14201,20,10,3,8,1,567.74,0,4,0,0,1
17214,25,15,3,6,1,779.12,0,4,0,0,1
15290,37,9,3,15,1,4413.22,0,4,0,0,1
13266,11,5,3,14,1,2766.86,0,4,0,0,1
16607,15,3,3,13,1,2272.9,0,4,0,0,1
17001,45,21,3,8,1,2793.49,0,4,0,0,1
16996,77,37,3,8,1,1012.28,0,4,0,0,1
16670,31,18,3,12,1,3182.37,0,4,0,0,1
16985,71,18,3,9,1,4077.94,0,4,0,0,1
14414,300,21,3,8,1,1485.13,0,4,0,0,1
14878,46,12,3,7,1,1193.71,0,4,0,0,1
16743,84,43,3,7,1,1839.61,0,4,0,0,1
12877,54,8,3,10,1,1160.37,0,4,0,0,1
14309,65,23,3,8,1,1600.85,0,4,0,0,1
14709,41,1,3,11,1,4254.14,0,4,0,0,1
16316,14,8,3,11,1,2029.46,0,4,0,0,1
14334,77,23,3,8,1,2315.96,0,4,0,0,1
16945,27,15,3,14,1,3292.54,0,4,0,0,1
17848,300,11,3,9,1,901.2,0,4,0,0,1
13004,14,7,3,16,1,4088.7,0,4,0,0,1
14560,31,24,3,16,1,1555.25,0,4,0,0,1
13627,19,8,3,6,1,1319.73,0,4,0,0,1
17888,20,9,3,6,1,237.38,0,4,0,0,1
14472,300,33,3,8,1,1936.84,0,4,0,0,1
16686,51,28,3,8,1,2460.36,0,4,0,0,1
14099,55,50,3,9,1,2298.72,0,4,0,0,1
15527,51,19,3,7,1,1591.49,0,4,0,0,1
18097,93,30,3,6,1,2006.45,0,4,0,0,1
15034,42,0,3,8,1,3271.66,0,4,0,0,1
12957,4,1,3,8,1,2624.87,0,4,0,0,1
14462,18,14,3,13,1,1667.98,0,4,0,0,1
13397,300,2,3,6,1,1539.18,0,4,0,0,1
14732,58,18,3,7,1,1917.29,0,4,0,0,1
14221,38,10,3,9,1,3083.94,0,4,0,0,1
15046,30,26,3,12,1,3834.77,0,4,0,0,1
17368,61,23,3,7,1,1072.52,0,4,0,0,1
15719,36,29,3,12,1,4067.02,0,4,0,0,1
17634,45,22,3,7,1,2080.45,0,4,0,0,1
18283,52,25,3,10,1,1120.67,0,4,0,0,1
15845,51,16,3,8,1,3009.1,0,4,0,0,1
17284,60,50,3,6,1,1483.24,0,4,0,0,1
13593,300,38,3,6,1,1990.28,0,4,0,0,1
13183,49,16,3,7,1,3085.58,0,4,0,0,1
15611,6,0,3,11,1,1079.94,0,4,0,0,1
15059,67,37,3,9,1,996.7,0,4,0,0,1
16326,14,5,3,9,1,1738.96,0,4,0,0,1
16735,300,8,3,7,1,2269.21,0,4,0,0,1
17800,42,21,3,7,1,916.6,0,4,0,0,1
14755,33,3,3,9,1,3127.08,0,4,0,0,1
18171,41,29,3,6,1,971.51,0,4,0,0,1
15370,12,1,3,6,1,2013.75,0,4,0,0,1
17365,37,17,3,6,1,3497.48,0,4,0,0,1
15518,59,53,3,12,1,1594.2,0,4,0,0,1
14209,111,51,3,6,1,1870.03,0,4,0,0,1
13784,37,24,3,9,1,2124.15,0,4,0,0,1
13862,54,2,3,9,1,2067.65,0,4,0,0,1
16359,29,24,3,10,1,1120.68,0,4,0,0,1
14040,33,24,3,13,1,2675.58,0,4,0,0,1
17048,300,45,3,6,1,864.32,0,4,0,0,1
13993,20,14,3,9,1,2604.71,0,4,0,0,1
16493,300,2,3,6,1,1329.66,0,4,0,0,1
15033,56,39,3,7,1,1613.45,0,4,0,0,1
14329,59,38,3,8,1,3443.78,0,4,0,0,1
16401,20,16,3,15,1,2742.43,0,4,0,0,1
13700,40,22,3,8,1,1651.26,0,4,0,0,1
13527,56,19,3,7,1,1837.39,0,4,0,0,1
15696,39,2,3,11,1,1924.85,0,4,0,0,1
15296,26,8,3,7,1,2564.74,0,4,0,0,1
17988,105,47,3,6,1,136.05,0,4,0,0,1
17730,26,8,3,10,1,3541.08,0,4,0,0,1
14292,47,16,3,9,1,3093.05,0,4,0,0,1
15606,55,49,3,8,1,2439.38,0,4,0,0,1
14572,70,40,3,8,1,2060.29,0,4,0,0,1
17644,14,8,3,13,1,2023.41,0,4,0,0,1
13742,73,19,3,13,1,2763.02,0,4,0,0,1
14534,30,25,3,16,1,3028.19,0,4,0,0,1
18008,300,0,3,9,1,2116.19,0,4,0,0,1
17027,300,8,3,7,1,848.59,0,4,0,0,1
12997,63,15,3,6,1,887.44,0,4,0,0,1
14239,28,1,3,12,1,2162.04,0,4,0,0,1
13552,15,11,3,15,1,3114.01,0,4,0,0,1
12853,300,37,3,9,1,1881.7,0,4,0,0,1
13538,51,24,3,6,1,990.75,0,4,0,0,1
14659,43,8,3,10,1,1994.58,0,4,0,0,1
13141,300,14,3,6,1,2385.8,0,4,0,0,1
13709,23,18,3,8,1,2878.22,0,4,0,0,1
15144,13,1,3,13,1,3955.24,0,4,0,0,1
14776,53,35,3,9,1,1849.74,0,4,0,0,1
16407,62,4,3,9,1,1794.76,0,4,0,0,1
15058,31,11,3,8,1,1443.21,0,4,0,0,1
16419,300,42,3,7,1,959.48,0,4,0,0,1
15981,53,7,3,7,1,2849.88,0,4,0,0,1
15971,21,18,3,8,1,2326.75,0,4,0,0,1
16156,22,1,3,10,1,2028.03,0,4,0,0,1
15270,92,37,3,7,1,1769,0,4,0,0,1
14188,4,1,3,7,1,1711.31,0,4,0,0,1
17071,26,15,3,10,1,1660.57,0,4,0,0,1
13394,25,8,3,6,1,1846.19,0,4,0,0,1
13137,51,21,3,6,1,1885.71,0,4,0,0,1
13725,22,1,3,10,1,1694.95,0,4,0,0,1
14842,41,14,3,6,1,1584.37,0,4,0,0,1
14410,77,22,3,14,1,713.15,0,4,0,0,1
17613,38,11,3,12,1,3756.35,0,4,0,0,1
14475,300,1,3,6,1,799.82,0,4,0,0,1
14562,24,8,3,12,1,2750.87,0,4,0,0,1
17940,59,38,3,13,1,1791.58,0,4,0,0,1
16027,300,21,3,7,1,852.12,0,4,0,0,1
15796,55,2,3,8,1,1842.76,0,4,0,0,1
15114,41,1,3,9,1,2252.28,0,4,0,0,1
17705,44,4,3,8,1,1149.52,0,4,0,0,1
17512,70,51,3,9,1,1886.95,0,4,0,0,1
14676,47,8,3,7,1,2165.96,0,4,0,0,1
17050,300,26,3,6,1,3228.84,0,4,0,0,1
15122,300,15,3,6,1,1612.13,0,4,0,0,1
17612,28,11,3,9,1,1627.25,0,4,0,0,1
15810,300,8,3,7,1,1145.43,0,4,0,0,1
17422,70,16,3,9,1,1572.73,0,4,0,0,1
18257,47,44,3,9,1,1490.62,0,4,0,0,1
14211,16,10,3,10,1,1310.04,0,4,0,0,1
13012,55,8,3,7,1,870.62,0,4,0,0,1
15755,64,4,3,6,1,2058.62,0,4,0,0,1
16115,32,2,3,6,1,1293.02,0,4,0,0,1
18094,300,11,3,7,1,3017.3,0,4,0,0,1
15129,56,36,3,10,1,2796.73,0,4,0,0,1
17994,300,51,3,6,1,629.69,0,4,0,0,1
16394,8,2,3,6,1,1124.62,0,4,0,0,1
15932,84,18,3,10,1,2161.63,0,4,0,0,1
14004,35,8,3,6,1,3769.49,0,4,0,0,1
15974,56,25,3,7,1,2882.41,0,4,0,0,1
17867,47,7,3,6,1,383.13,0,4,0,0,1
13870,61,31,3,6,1,2162.67,0,4,0,0,1
16841,71,37,3,6,1,1465.86,0,4,0,0,1
17663,40,7,3,7,1,1273.17,0,4,0,0,1
13971,47,36,3,8,1,1938.16,0,4,0,0,1
13630,70,5,3,10,1,1763.68,0,4,0,0,1
13610,56,40,3,6,1,768.26,0,4,0,0,1
14745,300,42,3,6,1,1167.16,0,4,0,0,1
16057,80,26,3,8,1,1458.93,0,4,0,0,1
14227,42,15,3,13,1,3021.4,0,4,0,0,1
15241,7,3,3,8,1,1393.67,0,4,0,0,1
16678,62,28,3,9,1,2134.8,0,4,0,0,1
15622,36,9,3,14,1,3224.53,0,4,0,0,1
17652,17,14,3,10,1,3182.78,0,4,0,0,1
